# http://127.0.0.1:3515 --workers 5 --loaded-duration-minutes 2 --output-dir run1
# {"appUrl":"http://127.0.0.1:3515","debugLog":false,"loadedDurationMinutes":2.0,"logLevel":"WARN","outputDir":"run1","overwriteOutput":false,"recordingPath":"recording.log","workers":5}
session_id,worker_id,iteration,event,timestamp,input_line_number,comment
0,0,0,PLAYER_SESSION_CREATE,1656926873973,0,
0,0,0,REQ_HOME_START,1656926873974,4,
0,0,0,REQ_HOME_END,1656926874014,4,
0,0,0,REQ_GET_START,1656926874014,5,
0,0,0,REQ_GET_END,1656926874042,5,
0,0,0,REQ_GET_START,1656926874042,6,
0,0,0,REQ_GET_END,1656926874056,6,
0,0,0,REQ_GET_START,1656926874056,7,
0,0,0,REQ_GET_END,1656926874083,7,
0,0,0,REQ_GET_START,1656926874083,8,
0,0,0,REQ_GET_END,1656926874094,8,
0,0,0,REQ_GET_START,1656926874094,9,
0,0,0,REQ_GET_END,1656926874104,9,
0,0,0,REQ_GET_START,1656926874105,10,
0,0,0,REQ_GET_END,1656926874114,10,
0,0,0,REQ_GET_START,1656926874114,11,
0,0,0,REQ_GET_END,1656926874121,11,
0,0,0,WS_OPEN_START,1656926874122,12,
0,0,0,WS_OPEN_END,1656926874185,12,
0,0,0,PLAYBACK_SLEEPBEFORE_START,1656926874195,13,
0,0,0,PLAYBACK_SLEEPBEFORE_END,1656926874216,13,
0,0,0,WS_SEND_START,1656926874217,13,
0,0,0,WS_SEND_END,1656926874217,13,
0,0,0,WS_RECV_INIT_START,1656926874218,14,
0,0,0,WS_RECV_INIT_END,1656926874218,14,
0,0,0,WS_RECV_START,1656926874219,15,
0,0,0,WS_RECV_END,1656926876395,15,
0,0,0,PLAYBACK_SLEEPBEFORE_START,1656926876395,16,
0,0,0,PLAYBACK_SLEEPBEFORE_END,1656926876635,16,
0,0,0,WS_SEND_START,1656926876635,16,
0,0,0,WS_SEND_END,1656926876636,16,
0,0,0,WS_RECV_START,1656926876636,17,
0,0,0,WS_RECV_END,1656926883081,17,
0,0,0,PLAYBACK_SLEEPBEFORE_START,1656926883082,18,
0,0,0,PLAYBACK_SLEEPBEFORE_END,1656926883120,18,
0,0,0,WS_CLOSE_START,1656926883120,18,
0,0,0,WS_CLOSE_END,1656926883122,18,
0,0,0,PLAYBACK_DONE,1656926883122,0,
