# http://127.0.0.1:3515 --workers 5 --loaded-duration-minutes 2 --output-dir run1
# {"appUrl":"http://127.0.0.1:3515","debugLog":false,"loadedDurationMinutes":2.0,"logLevel":"WARN","outputDir":"run1","overwriteOutput":false,"recordingPath":"recording.log","workers":5}
session_id,worker_id,iteration,event,timestamp,input_line_number,comment
11,2,2,PLAYER_SESSION_CREATE,1656926906591,0,
11,2,2,REQ_HOME_START,1656926906591,4,
11,2,2,REQ_HOME_END,1656926908624,4,
11,2,2,REQ_GET_START,1656926908624,5,
11,2,2,REQ_GET_END,1656926908646,5,
11,2,2,REQ_GET_START,1656926908647,6,
11,2,2,REQ_GET_END,1656926908662,6,
11,2,2,REQ_GET_START,1656926908662,7,
11,2,2,REQ_GET_END,1656926908697,7,
11,2,2,REQ_GET_START,1656926908697,8,
11,2,2,REQ_GET_END,1656926908703,8,
11,2,2,REQ_GET_START,1656926908703,9,
11,2,2,REQ_GET_END,1656926908711,9,
11,2,2,REQ_GET_START,1656926908711,10,
11,2,2,REQ_GET_END,1656926908733,10,
11,2,2,REQ_GET_START,1656926908733,11,
11,2,2,REQ_GET_END,1656926908738,11,
11,2,2,WS_OPEN_START,1656926908738,12,
11,2,2,WS_OPEN_END,1656926912969,12,
11,2,2,PLAYBACK_SLEEPBEFORE_START,1656926912969,13,
11,2,2,PLAYBACK_SLEEPBEFORE_END,1656926912987,13,
11,2,2,WS_SEND_START,1656926912987,13,
11,2,2,WS_SEND_END,1656926912987,13,
11,2,2,WS_RECV_INIT_START,1656926912987,14,
11,2,2,WS_RECV_INIT_END,1656926915009,14,
11,2,2,WS_RECV_START,1656926915009,15,
11,2,2,WS_RECV_END,1656926921395,15,
11,2,2,PLAYBACK_SLEEPBEFORE_START,1656926921395,16,
11,2,2,PLAYBACK_SLEEPBEFORE_END,1656926921635,16,
11,2,2,WS_SEND_START,1656926921636,16,
11,2,2,WS_SEND_END,1656926921636,16,
11,2,2,WS_RECV_START,1656926921636,17,
11,2,2,WS_RECV_END,1656926929609,17,
11,2,2,PLAYBACK_SLEEPBEFORE_START,1656926929610,18,
11,2,2,PLAYBACK_SLEEPBEFORE_END,1656926929648,18,
11,2,2,WS_CLOSE_START,1656926929648,18,
11,2,2,WS_CLOSE_END,1656926929659,18,
11,2,2,PLAYBACK_DONE,1656926929659,0,
