# http://127.0.0.1:3515 --workers 5 --loaded-duration-minutes 2 --output-dir run1
# {"appUrl":"http://127.0.0.1:3515","debugLog":false,"loadedDurationMinutes":2.0,"logLevel":"WARN","outputDir":"run1","overwriteOutput":false,"recordingPath":"recording.log","workers":5}
session_id,worker_id,iteration,event,timestamp,input_line_number,comment
6,2,1,PLAYER_SESSION_CREATE,1656926885343,0,
6,2,1,REQ_HOME_START,1656926885343,4,
6,2,1,REQ_HOME_END,1656926887553,4,
6,2,1,REQ_GET_START,1656926887553,5,
6,2,1,REQ_GET_END,1656926887565,5,
6,2,1,REQ_GET_START,1656926887565,6,
6,2,1,REQ_GET_END,1656926887569,6,
6,2,1,REQ_GET_START,1656926887569,7,
6,2,1,REQ_GET_END,1656926887589,7,
6,2,1,REQ_GET_START,1656926887589,8,
6,2,1,REQ_GET_END,1656926887599,8,
6,2,1,REQ_GET_START,1656926887599,9,
6,2,1,REQ_GET_END,1656926887603,9,
6,2,1,REQ_GET_START,1656926887603,10,
6,2,1,REQ_GET_END,1656926887629,10,
6,2,1,REQ_GET_START,1656926887629,11,
6,2,1,REQ_GET_END,1656926887643,11,
6,2,1,WS_OPEN_START,1656926887643,12,
6,2,1,WS_OPEN_END,1656926887773,12,
6,2,1,PLAYBACK_SLEEPBEFORE_START,1656926887773,13,
6,2,1,PLAYBACK_SLEEPBEFORE_END,1656926887791,13,
6,2,1,WS_SEND_START,1656926887791,13,
6,2,1,WS_SEND_END,1656926887791,13,
6,2,1,WS_RECV_INIT_START,1656926887791,14,
6,2,1,WS_RECV_INIT_END,1656926887792,14,
6,2,1,WS_RECV_START,1656926887792,15,
6,2,1,WS_RECV_END,1656926896171,15,
6,2,1,PLAYBACK_SLEEPBEFORE_START,1656926896171,16,
6,2,1,PLAYBACK_SLEEPBEFORE_END,1656926896411,16,
6,2,1,WS_SEND_START,1656926896411,16,
6,2,1,WS_SEND_END,1656926896412,16,
6,2,1,WS_RECV_START,1656926896412,17,
6,2,1,WS_RECV_END,1656926906551,17,
6,2,1,PLAYBACK_SLEEPBEFORE_START,1656926906551,18,
6,2,1,PLAYBACK_SLEEPBEFORE_END,1656926906590,18,
6,2,1,WS_CLOSE_START,1656926906590,18,
6,2,1,WS_CLOSE_END,1656926906590,18,
6,2,1,PLAYBACK_DONE,1656926906590,0,
