# http://127.0.0.1:3515 --workers 5 --loaded-duration-minutes 2 --output-dir run1
# {"appUrl":"http://127.0.0.1:3515","debugLog":false,"loadedDurationMinutes":2.0,"logLevel":"WARN","outputDir":"run1","overwriteOutput":false,"recordingPath":"recording.log","workers":5}
session_id,worker_id,iteration,event,timestamp,input_line_number,comment
5,0,1,PLAYER_SESSION_CREATE,1656926883122,0,
5,0,1,REQ_HOME_START,1656926883122,4,
5,0,1,REQ_HOME_END,1656926887505,4,
5,0,1,REQ_GET_START,1656926887505,5,
5,0,1,REQ_GET_END,1656926887514,5,
5,0,1,REQ_GET_START,1656926887514,6,
5,0,1,REQ_GET_END,1656926887520,6,
5,0,1,REQ_GET_START,1656926887520,7,
5,0,1,REQ_GET_END,1656926887542,7,
5,0,1,REQ_GET_START,1656926887542,8,
5,0,1,REQ_GET_END,1656926887554,8,
5,0,1,REQ_GET_START,1656926887554,9,
5,0,1,REQ_GET_END,1656926887568,9,
5,0,1,REQ_GET_START,1656926887568,10,
5,0,1,REQ_GET_END,1656926887591,10,
5,0,1,REQ_GET_START,1656926887591,11,
5,0,1,REQ_GET_END,1656926887601,11,
5,0,1,WS_OPEN_START,1656926887601,12,
5,0,1,WS_OPEN_END,1656926887752,12,
5,0,1,PLAYBACK_SLEEPBEFORE_START,1656926887752,13,
5,0,1,PLAYBACK_SLEEPBEFORE_END,1656926887771,13,
5,0,1,WS_SEND_START,1656926887771,13,
5,0,1,WS_SEND_END,1656926887771,13,
5,0,1,WS_RECV_INIT_START,1656926887771,14,
5,0,1,WS_RECV_INIT_END,1656926887787,14,
5,0,1,WS_RECV_START,1656926887787,15,
5,0,1,WS_RECV_END,1656926891946,15,
5,0,1,PLAYBACK_SLEEPBEFORE_START,1656926891947,16,
5,0,1,PLAYBACK_SLEEPBEFORE_END,1656926892187,16,
5,0,1,WS_SEND_START,1656926892187,16,
5,0,1,WS_SEND_END,1656926892187,16,
5,0,1,WS_RECV_START,1656926892187,17,
5,0,1,WS_RECV_END,1656926902369,17,
5,0,1,PLAYBACK_SLEEPBEFORE_START,1656926902370,18,
5,0,1,PLAYBACK_SLEEPBEFORE_END,1656926902408,18,
5,0,1,WS_CLOSE_START,1656926902408,18,
5,0,1,WS_CLOSE_END,1656926902411,18,
5,0,1,PLAYBACK_DONE,1656926902411,0,
