# http://127.0.0.1:3515 --workers 5 --loaded-duration-minutes 2 --output-dir run1
# {"appUrl":"http://127.0.0.1:3515","debugLog":false,"loadedDurationMinutes":2.0,"logLevel":"WARN","outputDir":"run1","overwriteOutput":false,"recordingPath":"recording.log","workers":5}
session_id,worker_id,iteration,event,timestamp,input_line_number,comment
25,3,4,PLAYER_SESSION_CREATE,1656926967535,0,
25,3,4,REQ_HOME_START,1656926967536,4,
25,3,4,REQ_HOME_END,1656926971744,4,
25,3,4,REQ_GET_START,1656926971744,5,
25,3,4,REQ_GET_END,1656926971763,5,
25,3,4,REQ_GET_START,1656926971763,6,
25,3,4,REQ_GET_END,1656926971785,6,
25,3,4,REQ_GET_START,1656926971785,7,
25,3,4,REQ_GET_END,1656926971814,7,
25,3,4,REQ_GET_START,1656926971814,8,
25,3,4,REQ_GET_END,1656926971845,8,
25,3,4,REQ_GET_START,1656926971846,9,
25,3,4,REQ_GET_END,1656926971863,9,
25,3,4,REQ_GET_START,1656926971863,10,
25,3,4,REQ_GET_END,1656926971892,10,
25,3,4,REQ_GET_START,1656926971892,11,
25,3,4,REQ_GET_END,1656926971896,11,
25,3,4,WS_OPEN_START,1656926971896,12,
25,3,4,WS_OPEN_END,1656926974007,12,
25,3,4,PLAYBACK_SLEEPBEFORE_START,1656926974007,13,
25,3,4,PLAYBACK_SLEEPBEFORE_END,1656926974025,13,
25,3,4,WS_SEND_START,1656926974025,13,
25,3,4,WS_SEND_END,1656926974025,13,
25,3,4,WS_RECV_INIT_START,1656926974025,14,
25,3,4,WS_RECV_INIT_END,1656926974025,14,
25,3,4,WS_RECV_START,1656926974025,15,
25,3,4,WS_RECV_END,1656926982412,15,
25,3,4,PLAYBACK_SLEEPBEFORE_START,1656926982412,16,
25,3,4,PLAYBACK_SLEEPBEFORE_END,1656926982653,16,
25,3,4,WS_SEND_START,1656926982653,16,
25,3,4,WS_SEND_END,1656926982653,16,
25,3,4,WS_RECV_START,1656926982653,17,
25,3,4,WS_RECV_END,1656926992704,17,
25,3,4,PLAYBACK_SLEEPBEFORE_START,1656926992704,18,
25,3,4,PLAYBACK_SLEEPBEFORE_END,1656926992742,18,
25,3,4,WS_CLOSE_START,1656926992742,18,
25,3,4,WS_CLOSE_END,1656926992743,18,
25,3,4,PLAYBACK_DONE,1656926992743,0,
