# http://127.0.0.1:3515 --workers 5 --loaded-duration-minutes 2 --output-dir run1
# {"appUrl":"http://127.0.0.1:3515","debugLog":false,"loadedDurationMinutes":2.0,"logLevel":"WARN","outputDir":"run1","overwriteOutput":false,"recordingPath":"recording.log","workers":5}
session_id,worker_id,iteration,event,timestamp,input_line_number,comment
8,4,1,PLAYER_SESSION_CREATE,1656926900366,0,
8,4,1,REQ_HOME_START,1656926900366,4,
8,4,1,REQ_HOME_END,1656926908519,4,
8,4,1,REQ_GET_START,1656926908520,5,
8,4,1,REQ_GET_END,1656926908536,5,
8,4,1,REQ_GET_START,1656926908537,6,
8,4,1,REQ_GET_END,1656926908542,6,
8,4,1,REQ_GET_START,1656926908547,7,
8,4,1,REQ_GET_END,1656926908582,7,
8,4,1,REQ_GET_START,1656926908582,8,
8,4,1,REQ_GET_END,1656926908595,8,
8,4,1,REQ_GET_START,1656926908595,9,
8,4,1,REQ_GET_END,1656926908624,9,
8,4,1,REQ_GET_START,1656926908626,10,
8,4,1,REQ_GET_END,1656926908639,10,
8,4,1,REQ_GET_START,1656926908639,11,
8,4,1,REQ_GET_END,1656926908648,11,
8,4,1,WS_OPEN_START,1656926908648,12,
8,4,1,WS_OPEN_END,1656926908759,12,
8,4,1,PLAYBACK_SLEEPBEFORE_START,1656926908759,13,
8,4,1,PLAYBACK_SLEEPBEFORE_END,1656926908778,13,
8,4,1,WS_SEND_START,1656926908778,13,
8,4,1,WS_SEND_END,1656926908778,13,
8,4,1,WS_RECV_INIT_START,1656926908778,14,
8,4,1,WS_RECV_INIT_END,1656926910903,14,
8,4,1,WS_RECV_START,1656926910903,15,
8,4,1,WS_RECV_END,1656926912957,15,
8,4,1,PLAYBACK_SLEEPBEFORE_START,1656926912958,16,
8,4,1,PLAYBACK_SLEEPBEFORE_END,1656926913198,16,
8,4,1,WS_SEND_START,1656926913198,16,
8,4,1,WS_SEND_END,1656926913198,16,
8,4,1,WS_RECV_START,1656926913198,17,
8,4,1,WS_RECV_END,1656926923508,17,
8,4,1,PLAYBACK_SLEEPBEFORE_START,1656926923508,18,
8,4,1,PLAYBACK_SLEEPBEFORE_END,1656926923546,18,
8,4,1,WS_CLOSE_START,1656926923546,18,
8,4,1,WS_CLOSE_END,1656926923547,18,
8,4,1,PLAYBACK_DONE,1656926923547,0,
