# http://127.0.0.1:3515 --workers 5 --loaded-duration-minutes 2 --output-dir run1
# {"appUrl":"http://127.0.0.1:3515","debugLog":false,"loadedDurationMinutes":2.0,"logLevel":"WARN","outputDir":"run1","overwriteOutput":false,"recordingPath":"recording.log","workers":5}
session_id,worker_id,iteration,event,timestamp,input_line_number,comment
16,3,2,PLAYER_SESSION_CREATE,1656926927688,0,
16,3,2,REQ_HOME_START,1656926927688,4,
16,3,2,REQ_HOME_END,1656926929776,4,
16,3,2,REQ_GET_START,1656926929776,5,
16,3,2,REQ_GET_END,1656926929794,5,
16,3,2,REQ_GET_START,1656926929794,6,
16,3,2,REQ_GET_END,1656926929801,6,
16,3,2,REQ_GET_START,1656926929801,7,
16,3,2,REQ_GET_END,1656926929818,7,
16,3,2,REQ_GET_START,1656926929818,8,
16,3,2,REQ_GET_END,1656926929827,8,
16,3,2,REQ_GET_START,1656926929827,9,
16,3,2,REQ_GET_END,1656926929829,9,
16,3,2,REQ_GET_START,1656926929829,10,
16,3,2,REQ_GET_END,1656926929833,10,
16,3,2,REQ_GET_START,1656926929833,11,
16,3,2,REQ_GET_END,1656926929835,11,
16,3,2,WS_OPEN_START,1656926929835,12,
16,3,2,WS_OPEN_END,1656926931931,12,
16,3,2,PLAYBACK_SLEEPBEFORE_START,1656926931931,13,
16,3,2,PLAYBACK_SLEEPBEFORE_END,1656926931949,13,
16,3,2,WS_SEND_START,1656926931949,13,
16,3,2,WS_SEND_END,1656926931949,13,
16,3,2,WS_RECV_INIT_START,1656926931949,14,
16,3,2,WS_RECV_INIT_END,1656926934017,14,
16,3,2,WS_RECV_START,1656926934017,15,
16,3,2,WS_RECV_END,1656926936142,15,
16,3,2,PLAYBACK_SLEEPBEFORE_START,1656926936142,16,
16,3,2,PLAYBACK_SLEEPBEFORE_END,1656926936383,16,
16,3,2,WS_SEND_START,1656926936383,16,
16,3,2,WS_SEND_END,1656926936383,16,
16,3,2,WS_RECV_START,1656926936383,17,
16,3,2,WS_RECV_END,1656926946561,17,
16,3,2,PLAYBACK_SLEEPBEFORE_START,1656926946561,18,
16,3,2,PLAYBACK_SLEEPBEFORE_END,1656926946600,18,
16,3,2,WS_CLOSE_START,1656926946600,18,
16,3,2,WS_CLOSE_END,1656926946603,18,
16,3,2,PLAYBACK_DONE,1656926946603,0,
