# http://127.0.0.1:3515 --workers 5 --loaded-duration-minutes 2 --output-dir run1
# {"appUrl":"http://127.0.0.1:3515","debugLog":false,"loadedDurationMinutes":2.0,"logLevel":"WARN","outputDir":"run1","overwriteOutput":false,"recordingPath":"recording.log","workers":5}
session_id,worker_id,iteration,event,timestamp,input_line_number,comment
19,4,3,PLAYER_SESSION_CREATE,1656926944506,0,
19,4,3,REQ_HOME_START,1656926944506,4,
19,4,3,REQ_HOME_END,1656926950763,4,
19,4,3,REQ_GET_START,1656926950763,5,
19,4,3,REQ_GET_END,1656926950774,5,
19,4,3,REQ_GET_START,1656926950774,6,
19,4,3,REQ_GET_END,1656926950781,6,
19,4,3,REQ_GET_START,1656926950781,7,
19,4,3,REQ_GET_END,1656926950794,7,
19,4,3,REQ_GET_START,1656926950794,8,
19,4,3,REQ_GET_END,1656926950801,8,
19,4,3,REQ_GET_START,1656926950801,9,
19,4,3,REQ_GET_END,1656926950805,9,
19,4,3,REQ_GET_START,1656926950805,10,
19,4,3,REQ_GET_END,1656926950821,10,
19,4,3,REQ_GET_START,1656926950821,11,
19,4,3,REQ_GET_END,1656926950827,11,
19,4,3,WS_OPEN_START,1656926950827,12,
19,4,3,WS_OPEN_END,1656926950885,12,
19,4,3,PLAYBACK_SLEEPBEFORE_START,1656926950885,13,
19,4,3,PLAYBACK_SLEEPBEFORE_END,1656926950906,13,
19,4,3,WS_SEND_START,1656926950906,13,
19,4,3,WS_SEND_END,1656926950907,13,
19,4,3,WS_RECV_INIT_START,1656926950907,14,
19,4,3,WS_RECV_INIT_END,1656926950907,14,
19,4,3,WS_RECV_START,1656926950907,15,
19,4,3,WS_RECV_END,1656926955001,15,
19,4,3,PLAYBACK_SLEEPBEFORE_START,1656926955001,16,
19,4,3,PLAYBACK_SLEEPBEFORE_END,1656926955242,16,
19,4,3,WS_SEND_START,1656926955242,16,
19,4,3,WS_SEND_END,1656926955242,16,
19,4,3,WS_RECV_START,1656926955242,17,
19,4,3,WS_RECV_END,1656926965382,17,
19,4,3,PLAYBACK_SLEEPBEFORE_START,1656926965382,18,
19,4,3,PLAYBACK_SLEEPBEFORE_END,1656926965420,18,
19,4,3,WS_CLOSE_START,1656926965421,18,
19,4,3,WS_CLOSE_END,1656926965426,18,
19,4,3,PLAYBACK_DONE,1656926965426,0,
